,start,end,start_frame,Unnamed: 0,approachSpeed,centerLocation,direction,dotNum,dotSize,dotSpeed,motion,duration
0,144.0,174.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
1,16216.0,16246.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
2,29159.0,29189.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
3,34998.0,35028.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
4,54140.0,54170.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
5,55284.0,55314.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
6,75871.0,75901.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
7,83155.0,83185.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
8,97060.0,97090.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
9,99588.0,99618.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
10,204.0,234.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
11,15133.0,15163.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
12,25607.0,25637.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
13,42342.0,42372.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
14,53779.0,53809.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
15,59317.0,59347.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
16,72079.0,72109.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
17,82733.0,82763.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
18,93388.0,93418.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
19,104945.0,104975.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
20,264.0,294.0,8880,148,,,right,1000,5,50,rotation,30.0
21,17902.0,17932.0,8880,148,,,right,1000,5,50,rotation,30.0
22,27654.0,27684.0,8880,148,,,right,1000,5,50,rotation,30.0
23,43064.0,43094.0,8880,148,,,right,1000,5,50,rotation,30.0
24,46254.0,46285.0,8880,148,,,right,1000,5,50,rotation,31.0
25,55645.0,55675.0,8880,148,,,right,1000,5,50,rotation,30.0
26,67925.0,67955.0,8880,148,,,right,1000,5,50,rotation,30.0
27,82793.0,82824.0,8880,148,,,right,1000,5,50,rotation,31.0
28,93568.0,93599.0,8880,148,,,right,1000,5,50,rotation,31.0
29,101875.0,101905.0,8880,148,,,right,1000,5,50,rotation,30.0
30,324.0,355.0,5100,85,,,left,545,5,400,rotation,31.0
31,16457.0,16487.0,5100,85,,,left,545,5,400,rotation,30.0
32,28858.0,28888.0,5100,85,,,left,545,5,400,rotation,30.0
33,34456.0,34486.0,5100,85,,,left,545,5,400,rotation,30.0
34,53418.0,53448.0,5100,85,,,left,545,5,400,rotation,30.0
35,65096.0,65126.0,5100,85,,,left,545,5,400,rotation,30.0
36,72921.0,72951.0,5100,85,,,left,545,5,400,rotation,30.0
37,78941.0,78971.0,5100,85,,,left,545,5,400,rotation,30.0
38,94471.0,94501.0,5100,85,,,left,545,5,400,rotation,30.0
39,99769.0,99799.0,5100,85,,,left,545,5,400,rotation,30.0
40,385.0,415.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
41,14049.0,14079.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
42,25186.0,25216.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
43,39633.0,39663.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
44,45111.0,45141.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
45,57451.0,57481.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
46,70333.0,70363.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
47,77918.0,77948.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
48,87248.0,87278.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
49,102417.0,102447.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
50,445.0,475.0,7860,131,,,right,300,5,20,rotation,30.0
51,14350.0,14380.0,7860,131,,,right,300,5,20,rotation,30.0
52,27353.0,27383.0,7860,131,,,right,300,5,20,rotation,30.0
53,36743.0,36774.0,7860,131,,,right,300,5,20,rotation,31.0
54,48000.0,48030.0,7860,131,,,right,300,5,20,rotation,30.0
55,54321.0,54351.0,7860,131,,,right,300,5,20,rotation,30.0
56,72861.0,72891.0,7860,131,,,right,300,5,20,rotation,30.0
57,81228.0,81258.0,7860,131,,,right,300,5,20,rotation,30.0
58,90619.0,90649.0,7860,131,,,right,300,5,20,rotation,30.0
59,106571.0,106601.0,7860,131,,,right,300,5,20,rotation,30.0
