,start,end,start_frame,Unnamed: 0,approachSpeed,centerLocation,direction,dotNum,dotSize,dotSpeed,motion,duration
0,143.0,173.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
1,16215.0,16245.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
2,29158.0,29188.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
3,34997.0,35027.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
4,54139.0,54170.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,31.0
5,55283.0,55313.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
6,75870.0,75900.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
7,83154.0,83184.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
8,97059.0,97089.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
9,99587.0,99617.0,3900,65,0.096,-50-10,backward,11882,1,19,translation,30.0
10,203.0,233.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
11,15132.0,15162.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
12,25606.0,25636.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
13,42341.0,42371.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
14,53778.0,53808.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
15,59316.0,59346.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
16,72078.0,72108.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
17,82733.0,82763.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
18,93387.0,93417.0,720,12,0.05,-50-10,forward,2258,1,10,translation,30.0
19,104944.0,104975.0,720,12,0.05,-50-10,forward,2258,1,10,translation,31.0
20,263.0,293.0,8880,148,,,right,1000,5,50,rotation,30.0
21,17901.0,17931.0,8880,148,,,right,1000,5,50,rotation,30.0
22,27653.0,27683.0,8880,148,,,right,1000,5,50,rotation,30.0
23,43063.0,43093.0,8880,148,,,right,1000,5,50,rotation,30.0
24,46254.0,46284.0,8880,148,,,right,1000,5,50,rotation,30.0
25,55644.0,55674.0,8880,148,,,right,1000,5,50,rotation,30.0
26,67924.0,67954.0,8880,148,,,right,1000,5,50,rotation,30.0
27,82793.0,82823.0,8880,148,,,right,1000,5,50,rotation,30.0
28,93568.0,93598.0,8880,148,,,right,1000,5,50,rotation,30.0
29,101875.0,101905.0,8880,148,,,right,1000,5,50,rotation,30.0
30,323.0,353.0,5100,85,,,left,545,5,400,rotation,30.0
31,16456.0,16486.0,5100,85,,,left,545,5,400,rotation,30.0
32,28857.0,28887.0,5100,85,,,left,545,5,400,rotation,30.0
33,34455.0,34485.0,5100,85,,,left,545,5,400,rotation,30.0
34,53417.0,53447.0,5100,85,,,left,545,5,400,rotation,30.0
35,65095.0,65125.0,5100,85,,,left,545,5,400,rotation,30.0
36,72921.0,72951.0,5100,85,,,left,545,5,400,rotation,30.0
37,78940.0,78970.0,5100,85,,,left,545,5,400,rotation,30.0
38,94471.0,94501.0,5100,85,,,left,545,5,400,rotation,30.0
39,99768.0,99798.0,5100,85,,,left,545,5,400,rotation,30.0
40,383.0,413.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
41,14048.0,14078.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
42,25185.0,25215.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
43,39632.0,39662.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
44,45110.0,45140.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
45,57450.0,57480.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
46,70332.0,70362.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
47,77917.0,77947.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
48,87247.0,87277.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
49,102416.0,102446.0,2280,38,0.096,-50-10,forward,11882,1,19,translation,30.0
50,444.0,474.0,7860,131,,,right,300,5,20,rotation,30.0
51,14349.0,14379.0,7860,131,,,right,300,5,20,rotation,30.0
52,27352.0,27382.0,7860,131,,,right,300,5,20,rotation,30.0
53,36743.0,36773.0,7860,131,,,right,300,5,20,rotation,30.0
54,47999.0,48029.0,7860,131,,,right,300,5,20,rotation,30.0
55,54320.0,54350.0,7860,131,,,right,300,5,20,rotation,30.0
56,72860.0,72891.0,7860,131,,,right,300,5,20,rotation,31.0
57,81228.0,81258.0,7860,131,,,right,300,5,20,rotation,30.0
58,90618.0,90648.0,7860,131,,,right,300,5,20,rotation,30.0
59,106570.0,106600.0,7860,131,,,right,300,5,20,rotation,30.0
60,504.0,534.0,8220,137,,,left,1000,5,100,rotation,30.0
61,13627.0,13657.0,8220,137,,,left,1000,5,100,rotation,30.0
62,24763.0,24793.0,8220,137,,,left,1000,5,100,rotation,30.0
63,41919.0,41950.0,8220,137,,,left,1000,5,100,rotation,31.0
64,49023.0,49053.0,8220,137,,,left,1000,5,100,rotation,30.0
65,58112.0,58142.0,8220,137,,,left,1000,5,100,rotation,30.0
66,68105.0,68135.0,8220,137,,,left,1000,5,100,rotation,30.0
67,82973.0,83003.0,8220,137,,,left,1000,5,100,rotation,30.0
68,95434.0,95464.0,8220,137,,,left,1000,5,100,rotation,30.0
69,101935.0,101965.0,8220,137,,,left,1000,5,100,rotation,30.0
70,564.0,594.0,9720,162,,,left,545,8,100,rotation,30.0
71,11640.0,11670.0,9720,162,,,left,545,8,100,rotation,30.0
72,28796.0,28827.0,9720,162,,,left,545,8,100,rotation,31.0
73,35057.0,35087.0,9720,162,,,left,545,8,100,rotation,30.0
74,48421.0,48451.0,9720,162,,,left,545,8,100,rotation,30.0
75,60219.0,60249.0,9720,162,,,left,545,8,100,rotation,30.0
76,71476.0,71506.0,9720,162,,,left,545,8,100,rotation,30.0
77,80565.0,80596.0,9720,162,,,left,545,8,100,rotation,31.0
78,89775.0,89805.0,9720,162,,,left,545,8,100,rotation,30.0
79,101273.0,101303.0,9720,162,,,left,545,8,100,rotation,30.0
80,624.0,654.0,8340,139,,,right,1000,8,10,rotation,30.0
81,15493.0,15523.0,8340,139,,,right,1000,8,10,rotation,30.0
82,22536.0,22566.0,8340,139,,,right,1000,8,10,rotation,30.0
83,40716.0,40746.0,8340,139,,,right,1000,8,10,rotation,30.0
84,50949.0,50979.0,8340,139,,,right,1000,8,10,rotation,30.0
85,56607.0,56638.0,8340,139,,,right,1000,8,10,rotation,31.0
86,72439.0,72469.0,8340,139,,,right,1000,8,10,rotation,30.0
87,80325.0,80355.0,8340,139,,,right,1000,8,10,rotation,30.0
88,96517.0,96547.0,8340,139,,,right,1000,8,10,rotation,30.0
89,105667.0,105697.0,8340,139,,,right,1000,8,10,rotation,30.0
90,684.0,714.0,7380,123,,,right,545,12,50,rotation,30.0
91,18924.0,18954.0,7380,123,,,right,545,12,50,rotation,30.0
92,29278.0,29308.0,7380,123,,,right,545,12,50,rotation,30.0
93,41618.0,41649.0,7380,123,,,right,545,12,50,rotation,31.0
94,46555.0,46585.0,7380,123,,,right,545,12,50,rotation,30.0
95,65035.0,65065.0,7380,123,,,right,545,12,50,rotation,30.0
96,74185.0,74215.0,7380,123,,,right,545,12,50,rotation,30.0
97,80445.0,80475.0,7380,123,,,right,545,12,50,rotation,30.0
98,87006.0,87036.0,7380,123,,,right,545,12,50,rotation,30.0
99,108135.0,108165.0,7380,123,,,right,545,12,50,rotation,30.0
100,745.0,775.0,2460,41,1.0,-50-10,forward,1184,2,199,translation,30.0
101,17299.0,17329.0,2460,41,1.0,-50-10,forward,1184,2,199,translation,30.0
102,31144.0,31174.0,2460,41,1.0,-50-10,forward,1184,2,199,translation,30.0
103,42100.0,42130.0,2460,41,1.0,-50-10,forward,1184,2,199,translation,30.0
104,45471.0,45501.0,2460,41,1.0,-50-10,forward,1184,2,199,translation,30.0
105,57270.0,57300.0,2460,41,1.0,-50-10,forward,1184,2,199,translation,30.0
106,68767.0,68797.0,2460,41,1.0,-50-10,forward,1184,2,199,translation,30.0
107,81529.0,81559.0,2460,41,1.0,-50-10,forward,1184,2,199,translation,30.0
108,87368.0,87398.0,2460,41,1.0,-50-10,forward,1184,2,199,translation,30.0
109,100851.0,100881.0,2460,41,1.0,-50-10,forward,1184,2,199,translation,30.0
110,805.0,835.0,3960,66,2.05,-50-10,forward,5180,1,398,translation,30.0
111,11761.0,11791.0,3960,66,2.05,-50-10,forward,5180,1,398,translation,30.0
